EmployeeID,Department,HireDate,EndDate,EmployeeStatus
670,IT,2021-06-12,,Active
671,HR,2021-07-10,2022-11-22,Inactive
672,Marketing,2022-04-13,,Active
673,Finance,2023-08-04,2023-08-11,Inactive
674,IT,2022-10-05,2023-02-24,Inactive
675,Sales,2023-03-27,,Active
676,Marketing,2022-12-26,2023-07-01,Inactive
677,Marketing,2021-08-04,,Active
678,IT,2021-06-29,,Active
679,Marketing,2021-04-30,2023-02-10,Inactive
680,Finance,2022-06-09,,Active
681,HR,2021-10-23,2023-12-26,Inactive
682,Operations,2022-01-13,2023-03-03,Inactive
683,HR,2021-07-04,2023-09-30,Inactive
684,Operations,2021-08-10,,Active
685,HR,2023-05-19,2023-12-14,Inactive
686,Sales,2022-01-15,2022-05-29,Inactive
687,Marketing,2023-07-02,,Active
688,Sales,2022-04-16,,Active
689,Sales,2022-01-23,2022-05-13,Inactive
690,Operations,2022-05-07,,Active
691,IT,2021-01-04,2021-01-25,Inactive
692,Finance,2021-01-29,,Active
693,Sales,2022-08-16,,Active
694,Finance,2022-06-12,,Active
695,Sales,2022-07-21,2023-11-14,Inactive
696,Operations,2021-11-02,2022-10-17,Inactive
697,Finance,2023-11-20,,Active
698,Sales,2022-06-12,,Active
699,HR,2023-12-10,,Active
700,HR,2022-10-11,,Active
701,IT,2023-08-30,2023-11-08,Inactive
702,Sales,2022-08-13,,Active
703,Finance,2022-01-01,,Active
704,Finance,2023-02-17,2023-05-24,Inactive
705,Operations,2023-04-19,2023-12-01,Inactive
706,Finance,2023-11-12,2023-12-18,Inactive
707,Sales,2023-07-07,2023-12-21,Inactive
708,HR,2021-05-17,2023-11-27,Inactive
709,Marketing,2021-06-16,2021-09-14,Inactive
710,Sales,2023-02-10,2023-05-03,Inactive
711,Marketing,2021-08-28,2022-10-07,Inactive
712,Operations,2023-12-22,2023-12-23,Inactive
713,IT,2021-11-02,,Active
714,Marketing,2023-04-09,,Active
715,Finance,2023-06-20,,Active
716,Operations,2021-06-30,2022-01-27,Inactive
717,Marketing,2021-09-01,2023-12-22,Inactive
718,Finance,2022-06-25,,Active
719,Sales,2021-02-17,2021-04-20,Inactive
720,Operations,2023-12-10,2023-12-11,Inactive
721,HR,2022-10-19,,Active
722,Marketing,2023-06-07,,Active
723,Marketing,2021-03-26,2021-05-29,Inactive
724,HR,2022-08-24,,Active
725,HR,2023-08-11,2023-08-20,Inactive
726,Finance,2021-08-02,2022-09-16,Inactive
727,Sales,2021-09-24,,Active
728,Marketing,2023-09-01,2023-11-12,Inactive
729,Operations,2022-09-29,,Active
730,Sales,2023-10-15,2023-10-18,Inactive
731,Marketing,2021-04-05,2023-06-17,Inactive
732,Finance,2021-10-21,,Active
733,Marketing,2022-04-05,2023-12-11,Inactive
734,Operations,2023-09-30,2023-11-09,Inactive
735,Marketing,2021-10-24,,Active
736,Marketing,2022-04-26,,Active
737,Marketing,2021-12-28,2023-06-16,Inactive
738,IT,2021-10-16,2022-11-05,Inactive
739,Finance,2022-10-09,,Active
740,Operations,2022-07-08,,Active
741,Operations,2022-12-25,2023-04-12,Inactive
742,HR,2021-01-16,2022-03-15,Inactive
743,Marketing,2021-04-06,2023-03-11,Inactive
744,HR,2022-10-22,2023-10-07,Inactive
745,Finance,2021-12-31,,Active
746,Operations,2023-08-12,,Active
747,IT,2022-05-18,,Active
748,Operations,2022-02-26,,Active
749,Operations,2021-05-01,,Active
750,HR,2023-01-04,2023-10-29,Inactive
751,Sales,2022-10-09,,Active
752,Finance,2023-01-09,2023-03-15,Inactive
753,Marketing,2023-08-17,,Active
754,Sales,2022-03-18,2023-01-21,Inactive
755,Operations,2021-07-02,2021-10-21,Inactive
756,Marketing,2023-03-08,,Active
757,Operations,2022-12-02,,Active
758,IT,2021-08-12,2022-02-23,Inactive
759,HR,2023-09-29,,Active
760,HR,2023-05-05,,Active
761,Sales,2023-11-10,2023-12-18,Inactive
762,IT,2023-03-31,,Active
763,HR,2023-11-18,,Active
764,IT,2022-04-28,2023-11-24,Inactive
765,Sales,2023-11-23,,Active
766,Marketing,2022-11-21,,Active
767,Finance,2021-02-04,2022-07-06,Inactive
768,Finance,2022-02-11,2023-03-28,Inactive
769,HR,2021-09-25,2021-10-25,Inactive
770,Marketing,2023-08-05,2023-09-02,Inactive
771,Marketing,2022-08-31,2022-12-03,Inactive
772,IT,2021-03-04,2023-04-15,Inactive
773,IT,2022-07-07,,Active
774,Sales,2021-10-27,,Active
775,Operations,2022-12-09,2023-09-17,Inactive
776,IT,2022-07-24,,Active
777,Sales,2023-03-08,,Active
778,HR,2022-07-08,,Active
779,Marketing,2022-08-29,2022-12-05,Inactive
780,HR,2022-02-25,,Active
781,HR,2023-12-15,,Active
782,IT,2023-08-01,,Active
783,HR,2023-08-08,2023-08-24,Inactive
784,HR,2022-08-09,2023-08-29,Inactive
785,Sales,2022-06-16,,Active
786,Operations,2021-09-01,2023-01-28,Inactive
787,Operations,2022-05-22,2023-11-20,Inactive
788,Operations,2023-03-30,,Active
789,Sales,2022-08-12,2023-12-24,Inactive
790,HR,2022-08-27,2023-10-23,Inactive
791,HR,2023-07-24,,Active
792,HR,2022-08-20,,Active
793,Operations,2022-08-16,2022-09-13,Inactive
794,Operations,2022-08-17,,Active
795,IT,2023-03-07,,Active
796,IT,2022-10-09,,Active
797,Finance,2021-07-12,,Active
798,Finance,2022-11-20,,Active
799,IT,2021-10-11,2021-10-18,Inactive
800,Operations,2021-08-22,2022-02-23,Inactive
801,Marketing,2023-04-09,2023-12-02,Inactive
802,Operations,2021-06-02,2022-01-24,Inactive
803,Marketing,2022-11-07,2022-11-10,Inactive
804,Finance,2021-10-25,2022-04-15,Inactive
805,Marketing,2023-04-23,,Active
806,HR,2022-03-15,2023-05-06,Inactive
807,IT,2021-09-23,,Active
808,Finance,2021-05-24,2023-07-31,Inactive
809,Marketing,2021-08-23,,Active
810,Marketing,2021-02-13,2023-12-20,Inactive
811,HR,2022-03-18,,Active
812,IT,2021-10-30,,Active
813,Marketing,2023-06-23,2023-11-10,Inactive
814,HR,2022-11-15,,Active
815,Marketing,2021-06-27,2022-10-24,Inactive
816,IT,2021-08-01,2022-09-29,Inactive
817,Marketing,2021-10-09,,Active
818,Finance,2022-10-20,,Active
819,Marketing,2022-07-16,,Active
820,Sales,2021-06-12,2023-03-28,Inactive
821,Operations,2021-08-07,2022-09-26,Inactive
822,IT,2022-02-26,2022-11-11,Inactive
823,Sales,2021-02-17,,Active
824,Operations,2021-10-11,2023-08-31,Inactive
825,Operations,2022-04-14,,Active
826,Operations,2022-09-28,2023-12-16,Inactive
827,Operations,2022-06-07,2022-10-11,Inactive
828,Finance,2022-10-08,,Active
829,Finance,2023-02-27,2023-04-05,Inactive
830,Marketing,2023-06-12,2023-12-06,Inactive
831,Operations,2021-11-19,2022-12-10,Inactive
832,Marketing,2023-09-27,,Active
833,HR,2022-10-31,,Active
834,Sales,2021-08-18,,Active
835,Marketing,2021-04-26,2022-01-16,Inactive
836,Finance,2021-04-12,2021-10-06,Inactive
837,Sales,2022-12-16,,Active
838,Operations,2023-04-22,,Active
839,Sales,2021-01-27,2022-11-06,Inactive
840,Finance,2021-04-20,,Active
841,Sales,2021-04-30,,Active
842,Finance,2022-03-09,,Active
843,Operations,2021-09-13,,Active
844,Finance,2021-08-08,,Active
845,Marketing,2021-09-01,,Active
846,IT,2022-09-14,2023-03-13,Inactive
847,HR,2021-09-14,,Active
848,Marketing,2021-07-11,2022-02-25,Inactive
849,Finance,2021-12-04,2023-05-01,Inactive
850,HR,2023-03-29,,Active
851,Sales,2021-04-28,,Active
852,Marketing,2022-02-04,2022-04-06,Inactive
853,Operations,2022-08-11,,Active
854,HR,2022-11-04,,Active
855,HR,2023-12-15,2023-12-28,Inactive
856,IT,2022-07-12,2022-12-28,Inactive
857,Finance,2021-06-04,,Active
858,Operations,2021-04-23,2023-07-14,Inactive
859,Sales,2023-03-30,,Active
860,IT,2022-04-19,,Active
861,Sales,2022-12-09,2023-08-18,Inactive
862,HR,2022-07-10,,Active
863,Sales,2021-09-23,2022-04-22,Inactive
864,Finance,2023-07-18,2023-11-18,Inactive
865,Operations,2022-09-10,2023-02-22,Inactive
866,HR,2022-03-15,2023-01-05,Inactive
867,Operations,2023-04-07,2023-06-02,Inactive
868,Operations,2022-03-05,2022-08-09,Inactive
869,Sales,2021-06-12,2022-08-31,Inactive
870,IT,2021-10-12,2023-06-01,Inactive
871,Sales,2023-08-30,,Active
872,HR,2021-02-28,,Active
873,Operations,2022-07-27,2022-12-05,Inactive
874,Marketing,2023-07-09,,Active
875,Finance,2022-03-12,,Active
876,Operations,2021-01-11,2022-09-10,Inactive
877,Operations,2023-05-13,,Active
878,Finance,2023-08-14,,Active
879,Marketing,2022-02-17,,Active
880,Operations,2022-08-22,,Active
881,Finance,2023-06-29,,Active
882,Sales,2023-05-18,,Active
883,Marketing,2021-12-13,2022-03-19,Inactive
884,IT,2022-04-12,,Active
885,Operations,2021-09-14,2023-03-13,Inactive
886,Marketing,2022-09-07,2023-12-26,Inactive
887,Finance,2023-03-10,2023-07-24,Inactive
888,Sales,2022-06-22,2023-10-23,Inactive
889,Operations,2022-12-19,,Active
890,Operations,2022-12-01,,Active
891,Operations,2023-10-07,2023-12-02,Inactive
892,Marketing,2023-12-29,2023-12-30,Inactive
893,Finance,2021-07-22,,Active
894,Sales,2022-07-07,2023-03-07,Inactive
895,Finance,2022-05-01,,Active
896,Finance,2023-09-29,,Active
897,Sales,2021-06-19,,Active
898,HR,2023-05-11,2023-08-05,Inactive
899,Marketing,2023-12-08,,Active
900,Sales,2021-11-02,2022-06-18,Inactive
901,Sales,2023-03-07,,Active
902,Marketing,2021-11-16,,Active
903,Finance,2023-05-09,2023-12-28,Inactive
904,HR,2022-12-21,2023-04-27,Inactive
905,HR,2021-06-11,,Active
906,IT,2022-07-22,2022-11-10,Inactive
907,HR,2021-02-06,,Active
908,HR,2021-07-17,2023-01-03,Inactive
909,Marketing,2022-05-30,,Active
910,IT,2022-08-06,,Active
911,HR,2022-08-17,,Active
912,Sales,2022-01-16,,Active
913,Sales,2021-12-31,,Active
914,Sales,2021-08-28,2023-12-27,Inactive
915,Sales,2023-03-03,,Active
916,IT,2021-07-19,,Active
917,Operations,2022-01-25,2022-02-22,Inactive
918,IT,2021-08-27,2022-09-02,Inactive
919,IT,2023-02-21,,Active
920,Sales,2023-11-11,,Active
921,Marketing,2023-12-26,2023-12-27,Inactive
922,Finance,2022-10-19,,Active
923,Marketing,2022-06-22,2023-10-31,Inactive
924,Operations,2021-06-25,,Active
925,HR,2023-02-15,2023-05-10,Inactive
926,HR,2023-12-24,,Active
927,Operations,2022-02-18,2022-10-25,Inactive
928,IT,2022-06-03,2023-08-14,Inactive
929,IT,2022-08-20,,Active
930,HR,2021-09-04,,Active
931,Finance,2021-04-19,2021-09-14,Inactive
932,Marketing,2023-10-04,2023-12-19,Inactive
933,HR,2021-08-24,2022-11-26,Inactive
934,Finance,2023-01-02,2023-07-25,Inactive
935,IT,2022-02-24,,Active
936,Operations,2021-02-23,,Active
937,Operations,2021-03-27,2023-06-02,Inactive
938,Operations,2022-06-09,,Active
939,Finance,2023-07-18,,Active
940,IT,2021-04-13,,Active
941,Marketing,2022-05-13,2022-10-10,Inactive
942,Operations,2023-02-20,,Active
943,Sales,2021-11-22,,Active
944,Operations,2023-01-24,,Active
945,Operations,2023-09-15,,Active
946,Operations,2021-11-08,,Active
947,Marketing,2023-03-20,2023-10-30,Inactive
948,HR,2023-09-03,,Active
949,Marketing,2022-04-23,,Active
950,HR,2021-06-13,2023-05-15,Inactive
951,HR,2023-06-16,,Active
952,Operations,2021-06-13,,Active
953,Marketing,2022-02-06,2022-11-19,Inactive
954,Operations,2021-10-08,,Active
955,HR,2021-05-24,2022-05-22,Inactive
956,Marketing,2021-01-02,,Active
957,Operations,2023-04-08,2023-11-04,Inactive
958,IT,2022-02-21,,Active
959,Finance,2023-07-03,,Active
960,Marketing,2023-10-19,2023-10-28,Inactive
961,IT,2023-01-16,2023-09-17,Inactive
962,Operations,2022-08-27,2023-10-30,Inactive
963,IT,2021-07-26,,Active
964,Finance,2022-09-02,2023-02-09,Inactive
965,HR,2021-09-09,2022-08-04,Inactive
966,Marketing,2023-12-22,2023-12-27,Inactive
967,IT,2021-09-10,,Active
968,Operations,2022-07-14,,Active
969,Sales,2022-01-25,2023-10-10,Inactive
970,Finance,2021-02-05,,Active
971,Marketing,2021-09-27,,Active
972,Marketing,2021-03-19,2022-08-11,Inactive
973,Operations,2021-05-09,,Active
974,Marketing,2023-01-26,2023-03-31,Inactive
975,Marketing,2022-06-22,2022-11-12,Inactive
976,Marketing,2021-04-02,,Active
977,Marketing,2022-06-07,2022-07-27,Inactive
978,HR,2023-02-20,,Active
979,Sales,2023-09-19,2023-10-08,Inactive
980,Marketing,2022-10-16,2023-06-28,Inactive
981,Operations,2022-11-27,2023-09-18,Inactive
982,IT,2022-09-23,2023-12-17,Inactive
983,Operations,2021-05-10,2023-01-13,Inactive
984,Operations,2022-09-23,2023-10-13,Inactive
985,Operations,2022-12-04,2023-01-30,Inactive
986,Sales,2021-08-21,,Active
987,IT,2023-12-11,2023-12-18,Inactive
988,Operations,2022-02-27,2023-04-03,Inactive
989,Operations,2023-01-29,,Active
990,Operations,2022-06-23,2023-10-13,Inactive
991,HR,2022-08-25,,Active
992,Sales,2021-02-22,2021-08-24,Inactive
993,HR,2022-12-03,,Active
994,HR,2021-12-15,2022-01-04,Inactive
995,Sales,2021-07-05,,Active
996,Operations,2023-10-08,2023-11-03,Inactive
997,HR,2023-03-29,2023-07-04,Inactive
998,Marketing,2023-09-02,,Active
999,Sales,2022-12-24,,Active
1000,Marketing,2021-03-04,2022-07-03,Inactive
1001,IT,2023-05-30,,Active
1002,HR,2023-01-04,2023-03-10,Inactive
1003,Finance,2022-05-03,,Active
1004,IT,2023-10-07,,Active
1005,Operations,2021-03-03,,Active
1006,Operations,2023-11-13,2023-12-22,Inactive
1007,Sales,2022-01-17,2022-04-01,Inactive
1008,Operations,2023-11-26,,Active
1009,Sales,2022-05-13,,Active
1010,HR,2023-09-01,,Active
1011,Sales,2022-05-26,2023-11-01,Inactive
1012,Marketing,2023-05-29,2023-06-21,Inactive
1013,Marketing,2022-08-17,2023-09-19,Inactive
1014,Operations,2021-06-01,,Active
1015,IT,2021-07-31,2022-04-19,Inactive
1016,Operations,2022-12-22,,Active
1017,Operations,2022-05-17,2023-03-14,Inactive
1018,HR,2022-11-17,2023-12-13,Inactive
1019,Marketing,2023-08-25,,Active
1020,Finance,2021-05-10,,Active
1021,Operations,2021-05-30,,Active
1022,Sales,2023-11-14,2023-11-18,Inactive
1023,Finance,2022-03-17,,Active
1024,Finance,2022-06-09,2023-04-01,Inactive
1025,Finance,2021-01-30,2021-10-06,Inactive
1026,Sales,2021-11-25,,Active
1027,Sales,2023-01-31,2023-12-14,Inactive
1028,Finance,2021-10-08,,Active
1029,Marketing,2022-12-01,,Active
1030,Operations,2023-05-23,,Active
1031,IT,2021-11-10,,Active
1032,Operations,2022-10-13,2023-07-10,Inactive
1033,Operations,2021-06-20,2022-03-14,Inactive
1034,IT,2023-06-25,2023-08-22,Inactive
1035,HR,2021-04-16,2021-06-13,Inactive
1036,Sales,2022-07-12,,Active
1037,IT,2023-10-18,,Active
1038,Sales,2022-05-25,2023-10-03,Inactive
1039,IT,2022-06-27,,Active
1040,Marketing,2021-06-18,,Active
1041,Marketing,2023-08-14,2023-10-03,Inactive
1042,IT,2022-05-24,2022-07-28,Inactive
1043,Operations,2023-05-18,2023-08-27,Inactive
1044,Operations,2021-04-25,,Active
1045,IT,2023-06-12,2023-10-06,Inactive
1046,IT,2023-03-29,2023-08-29,Inactive
1047,Operations,2022-07-27,2022-11-10,Inactive
1048,Sales,2021-11-19,2023-01-24,Inactive
1049,HR,2021-06-13,,Active
1050,Operations,2023-11-02,2023-11-05,Inactive
1051,IT,2023-07-16,2023-10-06,Inactive
1052,Operations,2023-03-27,,Active
1053,HR,2022-08-29,,Active
1054,Marketing,2022-01-23,2022-04-24,Inactive
1055,HR,2021-02-02,,Active
1056,Operations,2022-09-29,2022-12-11,Inactive
1057,Marketing,2021-10-12,,Active
1058,HR,2021-12-18,,Active
1059,Marketing,2021-06-07,2022-07-13,Inactive
1060,Marketing,2021-12-11,,Active
1061,HR,2023-01-18,2023-11-02,Inactive
1062,HR,2022-12-16,,Active
1063,IT,2022-07-28,2022-11-06,Inactive
1064,Finance,2023-09-24,2023-11-13,Inactive
1065,Sales,2023-11-25,2023-12-08,Inactive
1066,Finance,2022-08-05,,Active
1067,Marketing,2023-09-13,,Active
1068,Marketing,2021-07-03,2022-08-14,Inactive
1069,Sales,2022-08-20,,Active
1070,Marketing,2022-03-31,2023-01-31,Inactive
1071,Marketing,2021-05-15,,Active
1072,Sales,2023-01-16,2023-11-10,Inactive
1073,HR,2023-02-05,2023-11-29,Inactive
1074,Sales,2021-07-02,,Active
1075,Operations,2022-05-20,,Active
1076,HR,2022-08-08,2022-11-10,Inactive
1077,Marketing,2022-07-26,2023-03-27,Inactive
1078,Finance,2021-05-31,2022-09-06,Inactive
1079,Operations,2022-01-23,,Active
1080,Marketing,2023-07-25,,Active
1081,IT,2023-08-22,,Active
1082,Marketing,2021-07-22,2021-11-19,Inactive
1083,Operations,2022-03-15,2022-07-13,Inactive
1084,Finance,2023-01-20,2023-02-11,Inactive
1085,Operations,2022-06-30,2022-09-13,Inactive
1086,HR,2021-09-18,,Active
1087,Sales,2022-10-11,,Active
1088,Sales,2022-03-14,,Active
1089,IT,2022-07-10,,Active
1090,HR,2021-11-17,2023-04-12,Inactive
1091,HR,2023-10-07,,Active
1092,IT,2023-06-27,2023-10-12,Inactive
1093,Marketing,2021-12-22,2022-03-20,Inactive
1094,Marketing,2023-06-09,2023-09-01,Inactive
1095,HR,2023-04-29,2023-06-06,Inactive
1096,Marketing,2022-01-26,2023-11-03,Inactive
1097,HR,2022-02-15,2022-07-10,Inactive
1098,HR,2021-12-19,,Active
1099,Marketing,2023-11-13,,Active
1100,HR,2023-03-04,,Active
1101,Operations,2021-06-14,,Active
1102,Sales,2023-03-14,2023-11-12,Inactive
1103,Sales,2021-04-08,,Active
1104,Marketing,2023-08-09,2023-09-25,Inactive
1105,Sales,2022-07-05,,Active
1106,Operations,2023-02-19,,Active
1107,Finance,2023-06-09,,Active
1108,IT,2023-07-23,,Active
1109,Finance,2023-05-11,2023-08-02,Inactive
1110,Finance,2021-05-19,2021-11-30,Inactive
1111,IT,2023-12-08,,Active
1112,Marketing,2021-01-07,2023-08-15,Inactive
1113,Marketing,2023-11-01,,Active
1114,Finance,2022-03-19,2023-02-28,Inactive
1115,IT,2021-06-09,,Active
1116,Marketing,2021-06-15,,Active
1117,Marketing,2023-01-12,2023-06-01,Inactive
1118,Operations,2022-02-01,,Active
1119,HR,2023-02-17,,Active
1120,Marketing,2023-06-03,,Active
1121,Operations,2022-09-14,2023-01-17,Inactive
1122,Sales,2023-01-31,,Active
1123,HR,2022-09-01,,Active
1124,Marketing,2023-12-05,2023-12-15,Inactive
1125,HR,2022-12-25,,Active
1126,Sales,2022-11-19,2023-03-13,Inactive
1127,Operations,2023-05-08,,Active
1128,Marketing,2022-03-12,,Active
1129,Finance,2022-08-14,,Active
1130,Operations,2021-11-19,,Active
1131,Marketing,2021-01-29,2022-03-06,Inactive
1132,Finance,2023-06-10,,Active
1133,HR,2021-01-03,,Active
1134,Finance,2023-05-12,2023-11-24,Inactive
1135,Finance,2023-04-13,,Active
1136,Finance,2022-12-04,2023-12-14,Inactive
1137,IT,2022-10-02,,Active
1138,Marketing,2022-01-21,2023-06-11,Inactive
1139,Operations,2021-07-03,,Active
1140,Finance,2021-08-06,,Active
1141,Marketing,2021-01-13,,Active
1142,Sales,2022-11-04,2023-11-18,Inactive
1143,IT,2021-02-22,,Active
1144,Finance,2021-01-02,2023-05-27,Inactive
1145,Sales,2023-11-04,,Active
1146,Operations,2021-03-21,,Active
1147,Marketing,2022-09-18,,Active
1148,Operations,2021-11-23,,Active
1149,Sales,2022-04-16,,Active
1150,Marketing,2023-03-11,2023-09-22,Inactive
1151,Marketing,2021-06-11,,Active
1152,Marketing,2021-12-17,2023-04-17,Inactive
1153,Operations,2021-05-02,2021-11-05,Inactive
1154,Sales,2023-12-12,2023-12-15,Inactive
1155,HR,2021-11-19,,Active
1156,Finance,2023-09-23,2023-09-28,Inactive
1157,Marketing,2023-06-22,2023-08-26,Inactive
1158,Finance,2021-07-28,2023-05-18,Inactive
1159,Finance,2023-04-05,,Active
1160,HR,2023-02-24,2023-08-25,Inactive
1161,Marketing,2021-02-13,2021-11-24,Inactive
1162,HR,2021-04-09,2023-11-23,Inactive
1163,Marketing,2023-08-10,,Active
1164,IT,2022-05-31,,Active
1165,HR,2021-04-10,,Active
1166,Sales,2022-09-02,,Active
1167,Finance,2022-02-25,2023-11-23,Inactive
1168,HR,2022-05-05,,Active
1169,HR,2023-09-20,2023-11-27,Inactive
1170,Marketing,2022-09-06,2023-09-16,Inactive
1171,Finance,2023-12-27,2023-12-28,Inactive
1172,IT,2021-10-21,,Active
1173,IT,2022-07-18,,Active
1174,IT,2023-06-25,2023-12-27,Inactive
1175,Marketing,2023-07-04,,Active
1176,Marketing,2022-03-07,2022-09-09,Inactive
1177,Operations,2023-04-02,2023-06-07,Inactive
1178,IT,2023-12-04,,Active
1179,HR,2023-04-02,,Active
1180,Finance,2023-08-25,,Active
1181,Sales,2023-09-07,,Active
1182,Operations,2021-02-27,,Active
1183,IT,2021-09-01,2022-05-31,Inactive
1184,Marketing,2023-09-02,2023-10-19,Inactive
1185,IT,2022-08-11,,Active
1186,IT,2021-03-28,,Active
1187,IT,2022-04-27,2023-03-30,Inactive
1188,Sales,2023-06-05,,Active
1189,Operations,2021-09-30,,Active
1190,IT,2023-01-26,,Active
1191,IT,2022-02-22,2022-09-25,Inactive
1192,Sales,2021-12-03,,Active
1193,Finance,2022-01-26,,Active
1194,Marketing,2021-12-22,2023-02-08,Inactive
1195,Operations,2021-08-14,2023-11-12,Inactive
1196,Marketing,2023-10-19,,Active
1197,Marketing,2021-01-26,,Active
1198,HR,2021-07-01,2022-09-24,Inactive
1199,HR,2021-08-28,2022-11-16,Inactive
1200,Finance,2023-05-06,2023-09-01,Inactive
1201,Marketing,2021-07-08,2022-03-20,Inactive
1202,IT,2023-10-08,2023-10-16,Inactive
1203,Marketing,2021-08-02,2022-12-30,Inactive
1204,Finance,2022-04-08,,Active
1205,Finance,2023-05-14,2023-08-27,Inactive
1206,Finance,2022-09-19,2022-10-21,Inactive
1207,Finance,2023-04-23,,Active
1208,IT,2023-09-03,2023-09-15,Inactive
1209,Operations,2021-03-10,,Active
1210,IT,2022-09-27,,Active
1211,HR,2023-12-28,,Active
1212,HR,2021-04-08,2021-08-17,Inactive
1213,IT,2021-06-22,2022-11-16,Inactive
1214,IT,2022-01-09,,Active
1215,Finance,2023-04-13,2023-09-19,Inactive
1216,Sales,2022-01-27,2023-01-26,Inactive
1217,Sales,2022-03-30,,Active
1218,Finance,2021-12-23,2022-02-11,Inactive
1219,Operations,2023-11-17,,Active
1220,Operations,2022-11-08,,Active
1221,Finance,2023-06-29,,Active
1222,Sales,2022-06-18,2023-12-21,Inactive
1223,Sales,2023-07-11,2023-08-13,Inactive
1224,HR,2022-08-09,2023-07-27,Inactive
1225,Marketing,2021-10-10,2023-08-19,Inactive
1226,HR,2022-06-16,2023-03-01,Inactive
1227,Sales,2022-12-30,,Active
1228,Operations,2022-12-29,2023-08-08,Inactive
1229,IT,2021-12-28,2022-06-09,Inactive
1230,Finance,2021-10-17,,Active
1231,Operations,2022-11-02,2023-02-08,Inactive
1232,Sales,2023-06-20,,Active
1233,IT,2022-05-15,2022-10-17,Inactive
1234,Sales,2023-06-07,,Active
1235,Finance,2021-04-26,,Active
1236,Finance,2021-07-15,,Active
1237,Sales,2021-07-23,,Active
1238,HR,2021-11-07,,Active
1239,IT,2021-10-27,,Active
1240,Finance,2022-12-30,,Active
1241,Sales,2021-02-03,,Active
1242,IT,2021-04-25,2023-05-14,Inactive
1243,Operations,2021-05-04,,Active
1244,Operations,2022-05-11,2022-12-24,Inactive
1245,Marketing,2022-09-02,,Active
1246,IT,2023-02-05,2023-09-24,Inactive
1247,Operations,2021-04-27,2022-06-07,Inactive
1248,Sales,2022-08-29,,Active
1249,Finance,2022-03-31,,Active
1250,Marketing,2023-05-10,2023-06-29,Inactive
1251,Finance,2022-03-15,2023-09-02,Inactive
1252,Marketing,2023-11-29,2023-12-05,Inactive
1253,HR,2021-07-07,2022-06-22,Inactive
1254,Marketing,2023-11-11,2023-12-03,Inactive
1255,IT,2023-01-19,2023-06-17,Inactive
1256,Marketing,2021-11-09,,Active
1257,IT,2023-04-02,2023-11-15,Inactive
1258,HR,2021-08-11,2023-02-13,Inactive
1259,Sales,2022-01-22,,Active
1260,IT,2021-02-09,,Active
1261,Finance,2022-07-13,,Active
1262,Operations,2022-11-15,2023-03-26,Inactive
1263,Sales,2022-05-27,,Active
1264,HR,2022-09-03,,Active
1265,HR,2022-02-04,2023-05-24,Inactive
1266,HR,2022-11-10,2023-03-06,Inactive
1267,Finance,2022-02-24,,Active
1268,Sales,2023-08-16,2023-08-16,Inactive
1269,HR,2022-02-18,2023-05-24,Inactive
1270,Marketing,2021-07-13,2022-05-15,Inactive
1271,Sales,2023-07-10,2023-08-05,Inactive
1272,HR,2022-06-05,,Active
1273,Marketing,2021-01-25,,Active
1274,Sales,2021-01-18,,Active
1275,Marketing,2022-10-21,2023-06-21,Inactive
1276,Finance,2022-09-13,,Active
1277,Operations,2021-04-26,,Active
1278,Finance,2021-06-13,2023-08-20,Inactive
1279,Operations,2021-03-25,2023-01-26,Inactive
1280,Operations,2023-01-21,2023-01-21,Inactive
1281,Finance,2021-09-28,,Active
1282,Finance,2021-03-10,,Active
1283,HR,2021-12-30,,Active
1284,Finance,2021-03-25,2021-08-04,Inactive
1285,Operations,2022-09-06,,Active
1286,Marketing,2022-06-21,2023-08-22,Inactive
1287,Sales,2023-07-03,,Active
1288,Marketing,2023-10-23,2023-11-27,Inactive
1289,HR,2022-08-20,2023-08-03,Inactive
1290,Operations,2023-09-22,,Active
1291,Marketing,2022-02-07,2022-12-17,Inactive
1292,HR,2022-04-20,,Active
1293,HR,2022-03-30,2023-06-19,Inactive
1294,Operations,2021-05-23,2021-11-16,Inactive
1295,Marketing,2023-05-30,2023-07-03,Inactive
1296,Sales,2022-05-26,,Active
1297,Finance,2022-01-25,,Active
1298,Finance,2023-04-02,2023-10-09,Inactive
1299,HR,2023-05-04,2023-11-05,Inactive
1300,Operations,2022-09-04,,Active
1301,Sales,2022-11-26,,Active
1302,HR,2023-03-09,2023-08-09,Inactive
1303,Marketing,2022-05-09,2023-08-29,Inactive
1304,Marketing,2022-01-09,,Active
1305,HR,2023-03-11,,Active
1306,Marketing,2023-02-27,2023-04-22,Inactive
1307,HR,2021-09-30,,Active
1308,Operations,2023-07-05,2023-07-05,Inactive
1309,HR,2023-07-26,,Active
1310,Marketing,2023-11-29,,Active
1311,Marketing,2023-12-07,2023-12-07,Inactive
1312,IT,2022-02-06,,Active
1313,Operations,2022-05-15,,Active
1314,Marketing,2021-02-22,2023-11-15,Inactive
1315,Sales,2022-07-23,,Active
1316,Marketing,2021-12-31,,Active
1317,HR,2023-08-06,2023-10-12,Inactive
1318,IT,2021-01-29,,Active
1319,IT,2021-05-08,2022-03-06,Inactive
1320,Operations,2022-08-18,2022-10-28,Inactive
1321,Sales,2022-11-26,2023-05-07,Inactive
1322,IT,2021-05-28,2023-01-22,Inactive
1323,IT,2021-01-13,,Active
