CompanyID,Department,Year,Quarter,Revenue,Expenses,Profit,ProfitMargin,EmployeeCount,EmployeeTurnoverRate,AverageSalary,CustomerSatisfaction,NetPromoterScore,MarketSharePercentage,ProductivityScore,RevenuePerEmployee,TrainingHoursPerEmployee,NewCustomers,CustomerRetentionRate,OperatingCostRatio
34,Operations,2023,Q1,937056,378443,66630,0.39,58,0.2,79587,7.2,68,25.94,75.2,10702.96,7.9,252,0.9,0.7
96,IT,2022,Q2,896060,794821,189243,0.3,51,0.19,101720,7.5,77,45.24,74.3,25464.06,13.4,206,0.63,0.73
48,Operations,2021,Q3,493545,689791,31658,0.32,32,0.01,84550,8.8,89,39.81,61.9,45418.55,46.6,52,0.8,0.96
89,Marketing,2023,Q2,400763,89023,249204,0.15,61,0.02,108305,6.4,37,15.21,78.6,27076.17,10.6,88,0.81,0.88
1,HR,2022,Q2,107032,231101,287941,0.15,88,0.04,116028,6.3,54,44.55,93.4,25388.49,33.4,327,0.8,0.67
16,HR,2022,Q2,803454,352085,330943,0.25,62,0.08,93651,6.5,-32,8.03,67.2,40440.62,40.2,150,0.68,0.58
61,Operations,2021,Q2,400178,497166,390445,0.06,25,0.17,91332,7.8,29,23.63,65.8,17052.35,15.4,432,0.62,0.87
64,Sales,2021,Q2,726946,792319,239414,0.2,46,0.18,108881,9.4,-25,8.61,78.9,9278.09,36.4,218,0.91,0.79
63,Finance,2023,Q3,615882,126054,499710,0.36,27,0.05,108201,9.2,70,46.59,74.8,14430.77,8.0,69,0.8,0.98
69,Finance,2022,Q1,972590,377507,324380,0.23,29,0.13,64807,5.3,-18,6.83,82.5,40608.54,27.4,452,0.87,0.95
22,Finance,2021,Q3,679552,551772,16265,0.12,55,0.18,83552,9.4,55,11.81,97.9,35467.16,20.0,190,0.73,0.78
93,Marketing,2023,Q3,718408,636030,135611,0.26,11,0.1,117902,5.5,-21,46.18,90.4,9118.99,34.1,396,0.61,0.53
67,Finance,2022,Q3,147850,541112,213206,0.11,96,0.03,114861,7.1,75,31.2,87.5,35019.19,45.0,324,0.69,0.52
76,HR,2022,Q4,629010,619503,485894,0.33,72,0.1,110976,8.8,-15,40.78,76.6,46919.82,10.6,371,0.63,0.92
26,Marketing,2023,Q4,379916,884289,456710,0.06,12,0.08,97300,5.4,74,5.74,71.5,7022.97,25.3,242,0.63,0.85
16,IT,2023,Q3,448249,891908,393898,0.23,55,0.12,66951,5.2,73,23.86,81.6,32738.81,24.0,436,0.68,0.78
51,Finance,2021,Q1,534895,209245,455484,0.3,58,0.09,60264,6.6,67,49.3,95.4,22062.41,19.6,201,0.82,0.84
86,Finance,2022,Q3,104576,452611,168070,0.06,10,0.01,59121,8.6,72,31.09,95.1,27546.42,26.6,285,0.89,0.77
57,IT,2022,Q2,782067,896200,101426,0.34,31,0.2,90539,7.6,-14,43.24,77.8,28768.05,44.6,343,0.89,0.79
29,Finance,2022,Q4,461548,291443,497630,0.11,23,0.11,70311,7.1,10,48.36,69.8,39697.07,48.8,435,0.93,0.61
78,IT,2023,Q4,534848,527959,464555,0.26,94,0.1,82397,9.1,45,35.83,69.0,30065.56,5.1,489,0.83,0.73
92,Marketing,2021,Q3,665764,153591,417522,0.07,54,0.19,59749,8.8,69,19.74,61.4,31688.85,38.3,257,0.61,0.51
69,HR,2022,Q3,348292,299045,205078,0.22,15,0.04,69218,8.9,-39,18.89,93.7,19981.03,32.7,86,0.73,0.83
47,IT,2023,Q1,523501,620517,188417,0.15,74,0.05,91591,7.3,71,8.21,70.6,10667.54,49.8,437,0.64,0.67
94,Sales,2022,Q1,910586,112583,152957,0.2,30,0.16,84133,5.1,-16,24.25,74.4,35722.96,9.0,127,0.87,0.83
62,IT,2021,Q2,513270,305931,119681,0.39,13,0.06,84867,5.9,16,46.19,92.4,5021.7,41.5,221,0.64,0.96
69,Finance,2022,Q3,379309,209996,315970,0.22,12,0.16,41316,8.7,-13,26.51,64.8,19792.27,47.0,94,0.64,0.8
76,Marketing,2021,Q3,114439,700299,65597,0.39,39,0.06,77972,8.8,-27,45.99,78.4,14811.98,46.0,386,0.61,0.66
16,Operations,2021,Q3,480355,516185,410659,0.42,40,0.02,119048,9.9,30,41.77,64.9,22484.0,30.2,133,0.93,0.6
90,Marketing,2022,Q4,668806,342248,107375,0.16,43,0.11,106220,6.0,21,49.29,77.7,19007.06,19.7,429,0.87,0.63
90,Operations,2022,Q2,319123,814948,257077,0.09,92,0.05,117271,5.6,28,47.65,61.9,36689.77,33.8,480,0.72,0.99
48,IT,2021,Q1,651250,874026,289228,0.06,29,0.15,82635,5.7,63,36.79,80.7,16709.27,18.8,142,0.73,0.81
85,HR,2023,Q4,863445,315808,361591,0.29,96,0.13,91265,5.9,-6,44.2,91.8,30233.77,23.6,203,0.62,0.72
39,Sales,2021,Q4,399907,846960,14383,0.5,63,0.19,90109,7.6,74,38.66,87.1,25509.67,25.1,155,0.66,0.62
100,Marketing,2022,Q4,216189,733550,102313,0.21,34,0.16,88797,9.9,45,36.65,80.4,41047.59,18.6,407,0.71,0.89
33,Finance,2022,Q4,210290,771393,306505,0.34,24,0.04,48079,7.9,-38,37.2,93.2,24264.16,20.4,258,0.74,0.69
94,Operations,2023,Q2,997246,504377,90294,0.4,47,0.16,100887,7.6,59,37.45,69.1,43874.42,5.3,253,0.82,0.65
23,Finance,2021,Q3,905896,778537,71331,0.34,32,0.13,62412,8.4,-45,22.07,93.2,5006.56,18.4,297,0.72,0.61
10,HR,2021,Q1,223980,702692,105057,0.39,61,0.14,75862,5.4,46,24.06,71.1,32217.64,26.3,397,0.93,0.59
69,Operations,2021,Q1,327021,251664,161601,0.48,75,0.17,54821,9.1,20,18.23,74.5,5441.31,12.8,442,0.72,0.64
100,Marketing,2022,Q4,788630,345043,199646,0.14,66,0.12,113118,8.2,-4,11.67,65.1,37127.04,41.3,401,0.93,0.81
34,IT,2021,Q4,142299,591529,229699,0.06,66,0.1,114548,5.9,42,25.63,64.1,15571.51,29.2,275,0.86,0.62
52,Finance,2023,Q2,841165,882643,393829,0.12,88,0.13,73655,8.2,50,45.5,97.3,22099.16,40.7,385,0.91,0.53
95,HR,2022,Q4,131541,637760,106917,0.11,61,0.07,84688,8.0,-7,34.31,67.6,22119.69,10.8,97,0.85,0.68
10,Marketing,2022,Q1,435689,255320,303076,0.35,44,0.04,94576,5.3,-19,7.53,73.3,43089.01,41.9,295,0.8,0.79
19,Marketing,2021,Q1,575759,81346,274052,0.3,83,0.13,92236,6.3,-48,41.5,81.2,9594.17,48.1,80,0.78,0.53
58,Marketing,2023,Q3,847358,655484,433574,0.15,23,0.05,85221,7.0,33,47.09,73.9,35010.36,20.9,232,0.7,0.73
96,Marketing,2022,Q3,229188,416595,40412,0.36,23,0.03,106092,6.2,-47,42.32,94.8,49156.56,17.8,306,0.7,0.53
1,Operations,2022,Q1,308150,782484,400463,0.4,42,0.01,94445,6.2,94,37.74,96.0,6007.3,34.1,175,0.68,0.88
69,Marketing,2021,Q1,576186,485436,355854,0.13,61,0.13,48900,7.9,37,11.76,73.0,48465.24,33.6,268,0.73,0.94
4,Finance,2021,Q2,916197,199014,263928,0.32,10,0.08,73485,7.4,55,20.7,63.7,5828.21,10.1,294,0.64,0.98
16,HR,2023,Q2,910201,885599,222104,0.39,43,0.15,53891,8.3,54,30.44,68.4,42851.73,46.7,492,0.74,0.85
24,Operations,2021,Q1,319073,872805,12928,0.1,28,0.08,55014,9.8,-15,8.46,79.0,48256.0,26.6,188,0.89,0.82
80,Marketing,2023,Q4,580620,694911,337302,0.42,33,0.1,112083,8.3,7,9.78,71.5,49686.23,39.4,276,0.9,0.85
2,Sales,2022,Q3,644444,52016,171704,0.48,13,0.09,77964,7.9,-43,47.04,78.1,25660.46,21.2,435,0.82,0.93
92,Sales,2023,Q1,841196,573195,42309,0.1,45,0.13,91171,9.2,35,36.62,90.3,44013.09,16.8,351,0.69,0.9
32,HR,2023,Q4,543697,581562,281424,0.06,86,0.08,84739,8.2,46,17.38,76.8,10505.28,10.0,306,0.68,0.72
91,IT,2023,Q1,768795,65748,50449,0.19,67,0.19,83374,5.8,8,19.73,67.9,24142.3,17.4,304,0.7,0.83
84,IT,2022,Q3,825010,463391,490387,0.35,41,0.19,79459,6.6,-21,22.3,74.3,18858.87,49.7,119,0.78,0.58
24,Operations,2021,Q3,801696,547926,299101,0.48,18,0.17,47045,8.7,50,8.38,89.7,22782.97,34.6,115,0.94,0.85
12,Operations,2022,Q2,173631,586114,177967,0.23,89,0.18,83255,8.7,16,38.26,77.0,36589.14,41.1,51,0.64,0.87
50,Operations,2021,Q2,924341,703576,342643,0.37,76,0.1,91965,9.9,81,12.96,70.0,8936.61,48.1,374,0.78,0.9
35,IT,2023,Q2,693775,477345,103057,0.08,29,0.11,41237,8.1,42,41.23,77.1,49917.38,8.6,318,0.84,0.91
33,Sales,2023,Q2,585825,251081,239223,0.36,83,0.15,92195,9.5,12,43.06,78.2,33578.02,12.4,452,0.69,0.72
33,IT,2023,Q3,409799,825342,382209,0.33,71,0.14,76326,5.3,-19,33.73,71.9,44308.29,46.8,388,0.94,0.95
61,Finance,2023,Q4,527557,466706,162767,0.1,67,0.18,45293,7.8,36,39.64,99.8,42336.3,30.4,352,0.72,0.99
51,Marketing,2023,Q4,867023,222507,84893,0.4,31,0.15,65274,9.6,0,12.73,90.7,39469.89,33.6,178,0.93,0.99
43,Operations,2021,Q4,819542,780377,466339,0.43,76,0.2,59237,6.4,12,30.92,87.7,6765.06,24.2,195,0.81,0.79
12,Sales,2021,Q1,151786,570140,297320,0.32,84,0.08,118347,5.8,29,35.46,94.2,28241.02,41.6,162,0.6,0.78
67,HR,2023,Q2,168304,273023,159481,0.1,98,0.17,58229,6.8,36,34.77,86.7,19766.68,28.3,337,0.71,0.73
65,HR,2022,Q2,465750,395250,265536,0.49,57,0.14,118847,9.0,59,10.28,91.6,10082.26,42.2,145,0.61,0.65
33,Marketing,2022,Q3,277586,767237,329111,0.4,17,0.14,96718,5.4,50,20.5,76.5,20434.56,49.6,316,0.73,0.67
40,Sales,2023,Q3,745226,366782,10987,0.21,82,0.07,108718,8.0,78,19.63,80.0,34016.14,34.1,453,0.93,0.61
74,IT,2021,Q1,527195,119072,457678,0.24,24,0.16,89615,5.7,-32,30.76,61.9,15378.19,28.8,57,0.87,0.98
43,IT,2022,Q1,584103,117309,208573,0.22,41,0.18,111296,7.2,50,39.44,71.2,25006.79,21.4,269,0.82,0.81
44,Finance,2022,Q4,967413,210966,246692,0.28,62,0.05,112796,9.8,43,30.68,74.7,23202.24,13.8,262,0.79,0.97
29,Finance,2022,Q3,155107,551775,368998,0.2,76,0.13,41915,6.0,30,38.97,85.0,7360.83,34.5,151,0.73,0.69
13,IT,2023,Q2,622058,436868,36015,0.43,13,0.08,114651,5.2,52,9.45,78.6,33263.71,7.8,215,0.67,0.65
12,HR,2022,Q4,345191,235639,497943,0.42,39,0.2,92774,7.1,62,44.52,84.3,32848.11,48.0,311,0.62,0.57
95,Operations,2022,Q2,756520,609614,384494,0.1,22,0.1,47076,7.9,-38,29.15,88.5,48488.65,34.1,51,0.67,0.65
46,HR,2022,Q4,450041,760419,338548,0.48,30,0.05,73083,6.5,67,6.69,61.7,18410.23,48.2,251,0.72,0.95
2,Finance,2022,Q2,172577,841511,126751,0.34,50,0.08,93918,7.7,35,33.94,70.3,23852.8,17.3,378,0.78,0.79
35,Marketing,2021,Q1,839663,433556,400951,0.42,28,0.13,44793,9.8,-28,28.28,66.8,23163.69,47.6,232,0.67,0.73
87,IT,2023,Q4,504062,661628,191353,0.37,57,0.02,90528,6.6,56,14.92,67.5,46388.48,32.5,308,0.94,0.78
81,Finance,2023,Q2,360933,468810,440362,0.25,95,0.12,106798,6.5,-39,39.4,80.1,23389.22,41.5,371,0.63,0.95
90,Finance,2021,Q2,728468,354893,58231,0.38,72,0.19,49319,7.4,86,47.01,89.6,24924.39,13.1,277,0.63,0.6
8,Operations,2021,Q3,382068,741652,170104,0.48,29,0.17,53194,7.6,27,19.52,70.9,16355.5,27.5,249,0.84,0.98
93,IT,2023,Q4,473337,692480,300449,0.17,73,0.02,59309,5.0,16,27.23,93.0,5052.57,30.6,75,0.86,0.83
26,Operations,2022,Q2,769242,301749,64306,0.41,46,0.2,98396,8.1,57,10.77,95.7,9970.28,22.7,481,0.94,0.93
74,IT,2022,Q3,835634,626106,229248,0.29,40,0.14,66998,10.0,-7,46.84,74.0,36675.01,16.4,399,0.79,0.76
90,Operations,2023,Q2,101095,587717,131139,0.27,83,0.04,43468,6.5,98,19.35,87.3,35712.3,45.7,151,0.66,0.62
34,HR,2022,Q4,466349,632036,28318,0.25,27,0.01,52651,8.2,-44,13.77,64.7,19513.88,8.8,185,0.93,0.78
7,Marketing,2021,Q1,796343,623095,154318,0.38,29,0.04,60405,5.0,77,26.53,89.8,26285.28,11.9,380,0.94,0.53
68,Marketing,2022,Q4,638411,319284,437060,0.17,91,0.17,54482,8.0,46,6.95,66.6,18382.03,19.4,394,0.92,0.93
58,IT,2022,Q4,586884,375370,173674,0.43,20,0.01,44409,7.2,-40,16.38,87.5,37891.24,46.4,421,0.91,0.82
75,Sales,2022,Q2,821975,812449,293728,0.42,95,0.05,106083,7.7,55,8.04,76.9,42912.47,30.4,246,0.63,0.64
29,Finance,2023,Q2,588409,458117,257399,0.09,53,0.15,63426,7.7,32,10.73,97.1,45459.74,21.8,79,0.9,0.64
36,Finance,2021,Q4,931710,864957,25169,0.45,91,0.12,94757,5.9,-15,10.05,78.6,12824.21,23.1,460,0.93,0.95
89,IT,2022,Q3,984343,332635,35968,0.16,73,0.16,54436,8.8,67,44.26,61.2,36275.75,42.7,348,0.79,0.92
21,Operations,2023,Q3,151999,249888,409601,0.26,43,0.15,56490,7.8,-10,46.87,79.2,48335.21,6.2,182,0.87,0.88
36,Sales,2022,Q3,917585,216052,214830,0.32,96,0.02,92136,6.4,41,26.35,91.8,34277.53,5.5,305,0.83,0.71
10,HR,2021,Q2,380488,556733,394828,0.22,74,0.18,68962,9.7,-2,33.37,85.9,20793.84,7.1,69,0.7,0.94
73,Operations,2022,Q2,855137,276597,125391,0.06,64,0.05,69288,5.1,92,36.32,98.7,33617.59,26.1,357,0.81,0.62
24,Operations,2021,Q4,661944,58078,297588,0.43,83,0.12,62236,8.6,90,22.61,93.7,35979.17,31.2,70,0.91,0.51
64,IT,2022,Q1,301587,665942,244856,0.13,10,0.13,54923,6.9,2,21.66,81.1,22867.13,33.1,436,0.77,0.72
99,IT,2021,Q2,884875,179101,378225,0.15,47,0.04,106786,7.6,56,35.4,68.3,9679.59,37.9,90,0.81,0.96
49,Finance,2022,Q4,363356,532737,72497,0.41,18,0.2,95891,6.5,-18,21.95,60.2,32299.69,13.5,429,0.79,0.79
99,IT,2021,Q4,744673,491920,15362,0.2,80,0.1,53264,6.6,68,31.15,99.2,41096.34,16.8,497,0.7,0.61
36,IT,2022,Q1,240073,591285,371398,0.45,26,0.02,107147,5.1,-19,28.18,97.5,49890.94,16.0,413,0.83,0.83
82,IT,2022,Q3,178784,523026,149322,0.37,61,0.19,47928,8.6,67,28.6,71.0,15037.62,11.7,201,0.78,0.87
96,Finance,2023,Q4,985155,706228,78354,0.17,27,0.12,74558,8.6,11,42.32,85.5,36517.5,16.0,357,0.68,0.78
24,HR,2023,Q4,443288,558715,46368,0.05,72,0.14,96369,8.3,31,36.68,89.2,6261.94,32.6,51,0.91,0.92
23,HR,2021,Q4,655656,469614,54109,0.48,42,0.11,106403,9.4,79,48.23,83.1,48642.14,21.5,93,0.93,0.8
62,IT,2022,Q3,826179,262650,483805,0.09,13,0.17,85213,9.5,26,40.59,93.7,5565.4,39.6,90,0.62,0.55
96,Finance,2021,Q3,161160,409500,198717,0.37,96,0.02,43816,7.8,-35,11.56,63.1,21145.77,29.1,375,0.82,0.9
37,HR,2023,Q1,781214,425855,460213,0.27,84,0.06,75916,8.4,72,38.23,95.9,8438.12,14.5,312,0.75,0.57
12,Operations,2021,Q2,372859,857678,37426,0.39,61,0.1,87838,5.1,-43,34.95,75.7,32943.56,26.0,343,0.78,0.94
55,HR,2021,Q3,574917,201633,389776,0.36,18,0.02,51573,9.2,96,34.07,79.2,20277.49,31.7,222,0.73,0.76
13,HR,2023,Q2,683072,84512,122637,0.34,73,0.14,83334,9.1,16,26.63,77.8,37982.48,44.0,58,0.77,0.87
23,Finance,2022,Q2,491337,275226,49023,0.27,39,0.08,105364,5.1,64,7.81,81.3,26887.01,42.5,102,0.71,0.99
89,Operations,2021,Q3,461788,258467,394412,0.41,17,0.06,53157,7.7,62,47.82,83.9,23873.15,24.2,333,0.64,0.72
99,Finance,2023,Q4,126797,894297,462483,0.09,14,0.01,49322,9.5,-19,43.34,88.4,20683.24,34.1,177,0.71,0.73
30,IT,2022,Q1,409717,514175,165964,0.15,85,0.15,42482,5.9,54,26.91,81.0,8875.81,18.4,68,0.83,0.91
17,Marketing,2023,Q2,962552,646432,462448,0.36,72,0.17,75867,6.8,-26,12.14,87.4,14217.12,33.5,181,0.62,0.56
62,HR,2021,Q4,639068,747845,381355,0.19,10,0.09,119211,6.7,2,42.1,73.5,33759.61,46.1,62,0.73,0.51
84,Marketing,2022,Q3,662193,167363,104897,0.31,24,0.12,117271,6.8,30,24.38,97.5,27353.83,33.1,269,0.61,0.8
89,Finance,2022,Q2,740337,362809,462441,0.26,98,0.05,119386,5.2,-26,22.56,62.6,8154.03,18.7,316,0.72,0.58
86,Finance,2023,Q2,753939,775772,157079,0.29,91,0.13,46732,6.4,-18,34.94,81.8,29477.83,34.0,294,0.63,0.63
13,Finance,2023,Q2,657647,231675,89777,0.24,47,0.01,80753,6.5,-20,39.14,63.5,7436.42,45.6,307,0.72,0.99
59,Marketing,2023,Q4,428206,202110,54858,0.39,51,0.1,74422,9.3,-15,7.83,77.7,28027.71,11.2,189,0.89,0.83
19,Finance,2022,Q4,697679,667830,448289,0.2,55,0.13,116964,6.8,36,39.54,70.3,48423.27,26.7,431,0.81,0.93
49,IT,2022,Q4,405607,539562,230510,0.37,62,0.18,96284,7.2,72,38.03,97.5,18830.5,19.4,296,0.84,0.95
100,Finance,2021,Q2,199596,850757,362186,0.17,35,0.08,51311,6.9,-7,31.51,60.5,37557.64,15.9,281,0.78,0.56
12,Sales,2022,Q2,871702,216964,355242,0.16,70,0.16,109269,5.6,-3,20.23,75.6,38549.84,22.8,470,0.92,0.96
61,Marketing,2021,Q1,981450,444969,30239,0.1,76,0.12,79579,10.0,-38,12.42,91.3,23218.68,22.7,105,0.79,0.93
19,Sales,2023,Q1,903003,723356,466185,0.14,63,0.19,113878,9.1,93,9.62,67.5,31698.15,14.5,137,0.64,0.52
76,Finance,2023,Q4,774502,779643,416281,0.1,31,0.09,116000,7.7,40,5.05,92.6,26242.07,23.2,303,0.93,0.99
9,IT,2022,Q4,911536,166737,383095,0.29,35,0.07,88514,7.4,80,14.29,94.4,17751.34,33.5,101,0.65,0.73
71,HR,2023,Q3,108625,506036,51291,0.39,92,0.18,85311,8.2,92,23.51,88.3,38963.39,6.2,296,0.95,0.99
28,Operations,2023,Q4,401343,312968,48805,0.13,69,0.02,50300,6.6,15,15.96,68.4,36627.2,49.5,301,0.75,0.91
78,Operations,2022,Q1,482869,457096,108831,0.15,48,0.04,105375,5.3,-23,18.9,70.9,45524.7,18.3,174,0.63,0.72
95,Finance,2021,Q1,509142,814705,159515,0.27,45,0.03,74563,7.0,74,22.57,66.7,32815.68,33.1,250,0.9,0.76
52,IT,2022,Q1,393362,692006,19290,0.38,30,0.17,88960,9.9,29,18.87,67.4,22492.41,17.8,437,0.63,0.64
83,Marketing,2021,Q2,799832,378761,403427,0.49,50,0.01,119244,5.9,81,37.61,61.5,37130.34,22.7,410,0.66,0.74
16,Sales,2022,Q2,454060,323661,355778,0.29,57,0.17,68090,7.6,21,27.13,94.3,32856.63,29.7,181,0.75,0.55
69,Sales,2022,Q4,223182,727043,291216,0.18,35,0.1,56328,5.0,-7,5.87,81.1,32747.64,32.5,226,0.84,0.95
99,Sales,2023,Q3,644854,460092,315434,0.1,72,0.01,66654,5.6,68,15.2,73.1,43242.7,39.7,101,0.64,0.86
12,Marketing,2022,Q3,133205,415212,95186,0.14,86,0.09,46214,7.9,-5,36.93,71.6,45971.08,40.6,83,0.82,0.9
25,Operations,2022,Q3,209084,517018,287259,0.15,45,0.05,97740,6.5,33,18.54,81.8,13110.87,28.3,71,0.87,0.77
52,IT,2021,Q2,129717,782079,15149,0.13,33,0.13,104949,9.5,-25,46.41,73.1,19132.26,8.4,190,0.64,0.56
85,Marketing,2023,Q1,805344,823408,314136,0.06,99,0.14,78913,7.0,45,37.07,94.5,34263.76,30.1,368,0.83,0.77
100,Sales,2021,Q1,993724,828610,289860,0.29,30,0.1,67552,6.0,-38,18.05,68.4,30074.96,26.5,320,0.94,0.66
53,Finance,2021,Q2,783524,529818,369868,0.17,27,0.02,75377,7.7,74,28.24,95.3,34354.68,14.7,217,0.94,0.51
23,HR,2023,Q3,400706,259485,23621,0.49,24,0.13,65734,9.0,18,35.03,86.6,24485.66,5.5,87,0.66,0.81
16,Marketing,2023,Q3,562326,322126,410036,0.3,88,0.17,58610,5.1,0,13.7,98.3,23559.76,19.2,410,0.87,0.93
57,Marketing,2023,Q4,120169,469814,270800,0.36,15,0.15,97607,7.5,-38,16.08,60.6,10294.43,16.7,295,0.9,0.86
39,IT,2022,Q4,908036,195711,385209,0.11,52,0.17,119158,8.9,88,27.82,62.4,33064.17,26.7,284,0.91,0.61
53,IT,2023,Q3,451814,644498,446016,0.44,40,0.05,68875,5.5,9,46.62,80.0,12910.35,39.3,104,0.71,0.91
42,Marketing,2023,Q2,476749,644140,458259,0.27,37,0.18,95082,9.5,-19,20.48,96.5,35195.97,24.8,477,0.69,0.65
58,Sales,2023,Q3,450882,829427,302543,0.44,17,0.07,63226,6.3,-33,23.1,89.2,48518.25,47.8,422,0.62,0.61
39,HR,2021,Q4,493900,59695,129374,0.31,38,0.01,67677,5.9,42,13.58,84.9,16538.58,15.0,169,0.74,0.98
14,IT,2021,Q3,752428,98582,417218,0.26,30,0.17,50298,7.9,97,31.69,61.3,11396.85,14.9,115,0.64,0.51
95,Sales,2022,Q2,202537,343238,315242,0.25,90,0.19,75848,5.9,-7,38.31,74.2,6087.89,32.2,371,0.88,0.58
5,Finance,2021,Q1,870625,765995,317655,0.13,97,0.13,103654,8.4,-14,24.83,73.8,22047.22,45.3,476,0.65,0.73
35,IT,2022,Q2,735589,334331,325387,0.07,67,0.05,57744,7.5,76,38.76,81.7,14657.5,35.2,377,0.89,0.58
87,Sales,2021,Q2,370151,703009,387275,0.47,69,0.06,63434,5.5,-32,18.62,70.3,27133.67,35.3,215,0.64,0.58
93,Sales,2023,Q4,331704,680971,300894,0.26,59,0.1,88001,9.6,-19,36.81,70.7,28593.77,41.3,259,0.77,0.82
75,HR,2021,Q2,217419,837646,232682,0.42,40,0.18,107262,8.4,55,16.63,84.8,20719.75,35.1,462,0.73,0.91
18,HR,2022,Q2,403931,860372,420526,0.23,56,0.04,99633,7.7,-29,40.13,97.8,38745.78,39.2,124,0.81,0.83
76,Finance,2021,Q4,936014,569382,327542,0.08,43,0.17,88917,6.9,71,42.38,86.4,45716.3,44.0,489,0.78,0.55
9,Sales,2023,Q4,830151,618694,223614,0.33,11,0.07,119804,5.7,78,40.9,86.7,14518.54,5.4,183,0.81,0.95
74,Operations,2022,Q1,853158,197049,478423,0.07,76,0.16,86745,8.5,3,14.7,99.4,42633.4,44.9,314,0.6,0.96
58,Sales,2023,Q3,970061,488055,258797,0.12,81,0.18,40907,9.1,97,36.24,66.1,10903.46,14.7,455,0.64,0.64
17,HR,2023,Q2,892214,501090,316489,0.3,61,0.09,98602,5.6,7,29.23,61.4,15291.6,46.0,223,0.78,0.78
7,Operations,2022,Q4,691058,894846,103430,0.19,16,0.08,53764,7.5,19,49.37,89.8,30263.71,17.0,292,0.68,0.74
46,IT,2023,Q1,681933,413584,124921,0.5,85,0.16,64409,7.4,12,21.27,77.6,18796.17,25.5,138,0.63,0.83
13,IT,2023,Q3,727797,285994,101729,0.1,28,0.11,48390,6.7,-48,39.71,77.2,6876.99,47.0,299,0.68,0.99
40,Marketing,2021,Q4,330796,761601,61843,0.39,99,0.14,70172,8.9,48,21.65,69.0,18269.25,9.9,80,0.87,0.99
42,HR,2023,Q3,915636,254573,151294,0.32,24,0.13,80542,5.5,-6,22.86,80.3,45719.16,38.5,326,0.79,0.75
9,Marketing,2023,Q3,641440,780493,492538,0.41,87,0.04,87324,6.0,92,9.99,77.7,12840.04,22.7,87,0.67,0.55
50,Operations,2023,Q2,624154,110481,434725,0.15,57,0.17,88196,5.0,-34,15.78,73.8,39368.79,6.1,357,0.61,0.67
27,HR,2023,Q2,548402,812372,141458,0.29,23,0.05,108901,6.9,92,12.4,77.7,37502.69,47.3,452,0.73,0.71
66,Finance,2022,Q4,863260,339884,336478,0.25,12,0.19,65836,6.5,-46,12.16,75.4,9780.12,10.3,187,0.73,0.77
5,Sales,2021,Q3,452699,899760,339314,0.25,59,0.06,61663,9.3,-40,5.41,97.6,19824.93,39.8,479,0.86,0.98
29,Finance,2023,Q4,316096,546733,50878,0.44,63,0.15,45951,8.7,41,40.72,99.2,13521.03,22.3,125,0.92,0.63
37,Operations,2023,Q4,858019,324025,210741,0.5,15,0.06,55175,5.4,91,26.06,93.6,6041.76,41.5,388,0.73,0.77
38,HR,2022,Q3,381833,349140,179421,0.19,58,0.07,51027,8.7,-12,41.19,99.6,12786.83,38.8,302,0.84,0.65
83,Operations,2023,Q4,806050,737537,241343,0.33,32,0.07,115630,8.4,-9,32.56,70.6,14071.01,33.5,499,0.82,0.96
8,Sales,2022,Q3,587258,696484,425168,0.32,87,0.15,52167,6.4,43,42.41,93.7,12469.11,47.3,128,0.75,0.99
65,IT,2021,Q3,445395,611465,100352,0.38,87,0.12,114305,5.1,-46,27.67,76.3,9099.37,9.5,87,0.62,0.94
86,IT,2021,Q3,288392,116126,424745,0.48,29,0.18,63060,5.6,1,9.23,89.8,28683.73,40.9,367,0.77,0.67
17,Operations,2023,Q3,811451,368675,474519,0.14,86,0.07,106556,6.2,99,32.75,68.1,19518.76,35.2,377,0.72,0.64
71,Marketing,2023,Q1,468709,76119,444737,0.14,69,0.14,117381,9.1,-7,35.5,92.5,45871.22,19.2,479,0.79,0.72
89,HR,2023,Q3,572517,692032,28383,0.35,54,0.15,50485,7.3,64,33.19,63.3,13424.61,29.6,212,0.64,0.87
45,HR,2022,Q2,138712,166894,145973,0.12,70,0.04,113450,9.6,76,41.06,70.8,32128.82,34.0,407,0.85,0.5
4,IT,2023,Q2,881675,208987,315033,0.13,65,0.09,48802,8.9,65,37.92,92.9,45527.92,38.1,476,0.88,1.0
36,Finance,2023,Q2,336502,445924,24633,0.08,11,0.1,73314,6.4,98,24.47,89.9,7123.53,13.4,177,0.74,0.94
70,Sales,2021,Q3,296349,481965,72244,0.05,54,0.08,88298,9.2,17,41.86,80.0,28232.49,9.6,207,0.66,0.51
31,Finance,2023,Q2,411776,94989,401321,0.25,49,0.07,59565,5.6,-4,36.13,86.9,25280.1,9.6,378,0.82,0.69
19,Finance,2021,Q1,644766,858538,422379,0.32,33,0.14,84233,5.2,76,10.42,67.4,46795.04,18.2,368,0.93,0.84
61,Operations,2023,Q4,122551,853563,200091,0.18,38,0.05,88384,8.0,-16,29.29,86.7,34869.41,11.9,463,0.85,0.62
54,IT,2021,Q3,148068,882985,413923,0.15,76,0.14,92485,6.7,-44,37.79,60.3,20712.26,29.1,418,0.64,0.57
39,IT,2023,Q2,193608,56553,229184,0.37,77,0.19,118253,6.6,65,29.9,93.3,37018.45,24.7,132,0.74,0.81
